date,gdp_growth,leverage,trade_partners_macro,euro_area_fci,world_fci
2007-12-31,1.4202751715253439,-2.9583473077398477,1.8259387738076822,2.2968889186822814,-0.2609607259741671
2008-03-31,1.4308566324218974,-1.2013117471443417,1.5869398079869517,2.8189539045584477,-0.16190660804326015
2008-06-30,1.6503559656912843,-0.6518965097915691,1.9416702121994927,2.860872148699493,-1.3656752691512648
2008-09-30,1.863482828383731,-0.24530910692718647,1.9749069994202133,3.272403338469474,-0.9231703799898411
2008-12-31,2.0705107500271067,1.7428889906339222,2.3486066291608867,3.460708306993029,3.5396233283688385
2009-03-31,1.0894602248908165,3.7700179257386277,3.122430237085794,1.4472476041850932,2.9694835706803038
2009-06-30,1.7997707957731068,1.5719168881360384,2.745536955486103,0.29983086867020897,1.586760933593888
2009-09-30,1.3845140647509575,1.4746231835743457,2.2241314920704895,-0.5147617555572355,0.6788859572839352
2009-12-31,0.9908149988664416,1.191057282989194,1.6789704795681286,-0.35496079814927156,0.2666942717182195
2010-03-31,1.6353858575852553,1.3392960950466168,0.832110644020649,-0.13341371227636722,-0.04211883063368301
2010-06-30,0.188200259888682,0.4408784383374969,1.0039709877393495,0.4303925639737572,0.38684619366538364
2010-09-30,0.08458379315235227,-0.8384847866311446,1.2943569535904706,0.3788393656394141,0.38760163619424953
2010-12-31,0.173465280659744,-0.5743314977697432,1.260984961418823,0.4843443256456959,-0.3023422601883338
2011-03-31,0.41300485416709104,0.29701835213441996,1.348894127231838,0.942426433534212,-0.6480058680046984
2011-06-30,-0.1654949301562938,0.4979309922901689,1.1550525404968186,1.1578695144101097,-0.9917873839331457
2011-09-30,-0.3990265451777011,0.6172777357358529,0.875121822435223,2.082045807124376,0.36487684954049765
2011-12-31,-0.469070219225386,0.5882525547373716,1.0122070058286354,2.474902137923521,0.2556127069045157
2012-03-31,-1.290348461558026,1.8463214910622718,0.5156628843754567,1.3230775831166373,-0.9365916019362045
2012-06-30,-0.4191461729539027,0.6588743518897147,0.3916372349931343,1.3975747900040112,-0.5204992357850243
2012-09-30,-0.5166446017007665,0.5865085045809109,0.05771663777331838,1.068952876268125,-0.7713863143461287
2012-12-31,-1.0931155630471334,0.3443624749043626,-0.5725091577859162,0.41648473691652604,-0.6116038713151926
2013-03-31,-0.7754109714640978,1.1940077860387295,-0.617932943905478,0.0399294721110568,-1.0456996725098318
2013-06-30,-0.9922153951587974,0.3601306071815614,-1.0587114193820089,-0.17148288999620614,-0.9378401704684407
2013-09-30,-1.53509194647658,0.6430043831229088,-1.4220003220363537,-0.2014046826469739,-1.3371803336447825
2013-12-31,-1.322909458358121,0.21974009510816025,-1.3834751549640483,-0.6130875568198629,-1.095788464684725
2014-03-31,-1.277668911345352,0.6832635334380593,-1.9009282340866234,-0.7200665923112866,-1.0812112843179766
2014-06-30,-1.5402168180805966,0.017281268019441444,-1.7017277703479747,-1.1788463112411958,-1.375082460552153
2014-09-30,-0.5941017556748006,0.428659682219268,-1.7631786994747218,-1.468610462886319,-1.1914073262340592
2014-12-31,-0.89558919808696,0.09702162941770275,-1.7382933902588735,-1.4924537568152159,-0.22730197775119512
2015-03-31,-0.9380421203107068,0.3946454492155966,-1.626939547323141,-1.9177329811708532,0.5768349437747827
2015-06-30,-0.8254961948111147,-0.6360967158881708,-1.6202161359321092,-1.6223708460152033,0.06670488255919614
2015-09-30,-0.9882099638354489,-0.6161411752123631,-1.1149904198526719,-1.4668575014214764,0.8252336970850271
2015-12-31,-0.6498095466404666,-1.0474847190641263,-1.3813145442717498,-1.6992326840661458,0.8277855714881993
2016-03-31,-0.39400640192881115,-0.3980273142790198,-1.2860472951665407,-1.6348181500677321,1.3464255779910992
2016-06-30,-0.1833294124468015,-0.9388234946874853,-1.1972695094411525,-1.877533522373599,0.5702614436265856
2016-09-30,-0.3029539167666607,-1.0065444325848578,-1.263065264203811,-1.9813746253372522,0.4468667686948663
2016-12-31,-0.022823017051410342,-1.5233812230310628,-1.1560838920215655,-1.6344010170815368,0.35638627828622277
2017-03-31,0.006705161509368879,-0.8902259509091264,-1.3171935532046608,-1.1628452914917864,0.0885503637253432
2017-06-30,0.16532427245538642,-1.7112137168066222,-1.108774318943776,-1.259278813192326,0.1764941157091186
2017-09-30,0.33704642085498826,-1.1650565851452463,-1.0792981228272607,-1.3905652534303479,0.14568615241272473
2017-12-31,0.24454574646322547,-1.486703791021588,-1.0416661391311093,-1.5485148639795565,-0.12029574846502374
2018-03-31,0.31428994736657695,-1.0609687729529345,-1.0243018670452917,-1.4319698985358187,0.19145179925136085
2018-06-30,0.3281284958225798,-2.054630847966309,-0.8209296850826187,-1.1771607300618983,-0.10721125462522649
