conditioning,horizon,gdp_growth
0,1,0.22082822108152036
0,1,0.304595993605751
0,1,0.3400161446976532
0,1,0.21960708031074208
0,1,0.31422040317412225
0,1,0.6636030539731635
0,1,0.6505274409140404
0,1,0.6929589559919642
0,1,0.26777446406706384
0,1,0.5120999489817486
0,1,0.7559010636075278
0,1,0.23345061066472783
0,1,0.7483706809631627
0,1,0.5910680193739907
0,1,0.3263797520473078
0,1,0.45374277768315313
0,1,0.30751017445585993
0,1,0.24436334950853475
0,1,0.5886740568584354
0,1,0.23179635766478207
0,1,0.298928065975553
0,1,0.20856112035398564
0,1,0.24590681937390513
0,1,0.2290337859957428
0,1,0.6737523624373831
0,1,0.5972152555114599
0,1,0.6681994042233719
0,1,0.41353393025663354
0,1,0.2031701974326116
0,1,0.19788443220629462
0,1,0.6856277293562002
0,1,0.1973358016736266
0,1,0.20609160779380545
0,1,0.23316135749052233
0,1,0.29337127936558305
0,1,0.7358879997983334
0,1,0.30226081391082577
0,1,0.31568012688916325
0,1,0.7068303539173194
0,1,0.2675611655794636
0,1,0.22094826196417475
0,1,0.2285712406485777
0,1,0.750287512987904
0,1,0.6698959326709099
0,1,0.2680443680186293
0,1,0.6660727828790454
0,1,0.23134544742556296
0,1,0.3103774445233588
0,1,0.2631801860231422
0,1,0.7200294945057029
0,1,0.4285941896360974
0,1,0.7370760982705894
0,1,0.6483657364771267
0,1,0.21759379973823592
0,1,0.30867550115590836
0,1,0.49808110849043824
0,1,0.7038900396206328
0,1,0.2398429974526339
0,1,0.6216460899686014
0,1,0.35955246101869465
0,1,0.5461597724954516
0,1,0.4857844120278201
0,1,0.3216715921118237
0,1,0.5168998405847547
0,1,0.7014138189276626
0,1,0.42959156109954083
0,1,0.24873129851430828
0,1,0.2577093638790426
0,1,0.6697289612678755
0,1,0.6351921402460237
0,1,0.7367084270960091
0,1,0.6764138746305507
0,1,0.6936507176167421
0,1,0.27500275512572225
0,1,0.5448748211377807
0,1,0.7160529458649375
0,1,0.3141301296905799
0,1,0.7502710453804229
0,1,0.4126400592443561
0,1,0.2615136706515922
0,1,0.19940076608585142
0,1,0.20290964691715244
0,1,0.3446622195862469
0,1,0.32269588793302584
0,1,0.3912340435392872
0,1,0.6712195535361535
0,1,0.7064364511385913
0,1,0.22146562365029387
0,1,0.21778610501389403
0,1,0.694660797652239
0,1,0.5272238596364889
0,1,0.7159676294212889
0,1,0.24533821398925504
0,1,0.5281996714437751
0,1,0.6863538337952965
0,1,0.19513709992870612
0,1,0.19448026427098009
0,1,0.3150575073223898
0,1,0.677872247479651
0,1,0.2527786660253279
0,1,0.24473265417714243
0,1,0.20003199164367544
0,1,0.23602674886777436
0,1,0.2796068434173494
0,1,0.7293736681252372
0,1,0.27295827834509584
0,1,0.6952696860286822
0,1,0.6790562044364606
0,1,0.28380055402233373
0,1,0.7619730730420641
0,1,0.2560395855602995
0,1,0.3115215788706732
0,1,0.21585410648144437
0,1,0.20963455278281823
0,1,0.5492761560136331
0,1,0.31875384601712464
0,1,0.6578317961022628
0,1,0.680302852296585
0,1,0.3190204919198374
0,1,0.670823899414012
0,1,0.7661831455117102
0,1,0.7006884884630907
0,1,0.6980915032329298
0,1,0.24703246240583746
0,1,0.25423566088242333
0,1,0.2564808108136532
0,1,0.3491284360392983
0,1,0.2616123135716434
0,1,0.7160936888985809
0,1,0.5362520682561245
0,1,0.31546428843897123
0,1,0.6772782100550859
0,1,0.7653848576423234
0,1,0.2425608320912676
0,1,0.30430583541305023
0,1,0.5450899290626878
0,1,0.3160126752345765
0,1,0.31856121467078236
0,1,0.42409550283470604
0,1,0.6260637065920933
0,1,0.3198507431304649
0,1,0.2106395074865779
0,1,0.2087888755714358
0,1,0.22204308572785458
0,1,0.738360395526126
0,1,0.2688753645005043
0,1,0.6819676162563203
0,1,0.6931331960790557
0,1,0.6728073238880745
0,1,0.7423953404260873
0,1,0.25348160034893136
0,1,0.2159904777102536
0,1,0.3024789328779892
0,1,0.7443172391042914
0,1,0.5668998743884309
0,1,0.2782059598068423
0,1,0.3299075281449302
0,1,0.7463676246817221
0,1,0.20308558208338387
0,1,0.19549037721722076
0,1,0.5405543213509978
0,1,0.6931712924299817
0,1,0.7676540670070877
0,1,0.30996554341390936
0,1,0.7074126871138178
0,1,0.24092621198104947
0,1,0.19945507469341417
0,1,0.464656425242976
0,1,0.22909861540681783
0,1,0.2400940110970118
0,1,0.20464577776933532
0,1,0.3182652248110363
0,1,0.24143740099275662
0,1,0.267236693623487
0,1,0.6663494249432168
0,1,0.2901763119752188
0,1,0.25327770787199916
0,1,0.5456915658341811
0,1,0.24232759178700397
0,1,0.5693479487769044
0,1,0.6744015389967114
0,1,0.537300085967542
0,1,0.33856695985085455
0,1,0.7553957663794434
0,1,0.7304501485344261
0,1,0.3922934590013603
0,1,0.6181244462350983
0,1,0.2651054714992451
0,1,0.2883184815615599
0,1,0.2032708239450159
0,1,0.3175054826426585
0,1,0.6687187026840578
0,1,0.30637867861509
0,1,0.31308262239759893
0,1,0.5312146752119971
0,1,0.5958964007308472
0,1,0.2168210711110397
0,1,0.25339421151076413
0,1,0.29425796258397074
0,1,0.3598457936656774
0,1,0.23481169313944059
0,1,0.6499304323912286
0,1,0.5843526065794309
0,1,0.4854799806532146
0,1,0.4130021667872498
0,1,0.5182197952081432
0,1,0.6147840598968954
0,1,0.6994066024667404
0,1,0.21445766197915309
0,1,0.38202642170946666
0,1,0.23060272583370162
0,1,0.4980366757159685
0,1,0.28127984135743656
0,1,0.762957010592625
0,1,0.34107823748818994
0,1,0.27567085912718503
0,1,0.29744365175533555
0,1,0.2240406670154286
0,1,0.7378087278700621
0,1,0.2579143238307108
0,1,0.2380239155829236
0,1,0.6900893901396511
0,1,0.23754803639894717
0,1,0.664189279826075
0,1,0.27803495213481155
0,1,0.3281805620913304
0,1,0.617932992028724
0,1,0.6926999937137355
0,1,0.30835807029818385
0,1,0.3040129909514878
0,1,0.6631426842561593
0,1,0.3078504721007972
0,1,0.7447401891250904
0,1,0.7441981235271647
0,1,0.1970600979684204
0,1,0.20881098412792157
0,1,0.31486513115632164
0,1,0.3144982583665101
0,1,0.7191871422434164
0,1,0.2938834840489505
0,1,0.5661228861628582
0,1,0.7403218266344604
0,1,0.7501257992168723
0,1,0.3175230921069881
0,1,0.6824248808501459
0,1,0.20538605330930457
0,1,0.2729322087542417
0,1,0.31349246590268376
0,1,0.5270185697633247
0,1,0.20784398094644652
0,1,0.24221670159401473
0,1,0.45819774711678535
0,1,0.2220119217905697
0,1,0.2565254963247567
0,1,0.26096919001378777
0,1,0.7351885386312802
0,1,0.6353549960686081
0,1,0.6643250761701274
0,1,0.21097470825740097
0,1,0.7241530801567868
0,1,0.20515559637523684
0,1,0.7492153809708615
0,1,0.6911046253365879
0,1,0.23938814009796916
0,1,0.29611196714252264
0,1,0.2468515226776084
0,1,0.6917851654003426
0,1,0.22231458794245665
0,1,0.7071337535227753
0,1,0.2130002139527693
0,1,0.5858624216862003
0,1,0.5280514949062431
0,1,0.6789468948130482
0,1,0.5230744677092664
0,1,0.5665722336847944
0,1,0.24566811260426277
0,1,0.4598809537196542
0,1,0.7026365571367736
0,1,0.2811115062846742
0,1,0.26661082912270406
0,1,0.4462945816714581
0,1,0.7255077618287424
0,1,0.3818510030511332
0,1,0.7596233107333756
0,1,0.670011840136841
0,1,0.19971071389793033
0,1,0.20078640240947418
0,1,0.23794016029317808
0,1,0.317985665199555
0,1,0.2968290672831841
0,1,0.7207563747182163
0,1,0.2000338900749252
0,1,0.7143875470094374
0,1,0.3166668984343289
0,1,0.6654487931384387
0,1,0.2031837992643722
0,1,0.527476572092857
0,1,0.2657792241577184
0,1,0.22924705631289335
0,1,0.440192870529735
0,1,0.6726321124691447
0,1,0.4335831556454078
0,1,0.26161145478155484
0,1,0.7453802932107674
0,1,0.3557131122633301
0,1,0.24509501562767366
0,1,0.7150531425479253
0,1,0.333643063848561
0,1,0.298928448353071
0,1,0.7411035019867916
0,1,0.7180438798021852
0,1,0.2775582359283709
0,1,0.2536107794889245
0,1,0.19930861192764232
0,1,0.6967024166949974
0,1,0.23753552247533624
0,1,0.45110828425197985
0,1,0.3485402285301061
0,1,0.1944658379693333
0,1,0.29030908346969136
0,1,0.7142973893002867
0,1,0.5018896829035145
0,1,0.2955226143192266
0,1,0.7473825440027697
0,1,0.25658564810172946
0,1,0.3616322847768402
0,1,0.29884966827707116
0,1,0.7498013546883283
0,1,0.6016451366026008
0,1,0.21462668953005415
0,1,0.3310858766326806
0,1,0.2920089145120225
0,1,0.7318248742349035
0,1,0.4482968631871733
0,1,0.2605112919357767
0,1,0.6800115164648045
0,1,0.19496944690482837
0,1,0.6704585534780384
0,1,0.28918868199883674
0,1,0.7363348294200245
0,1,0.29202668249287633
0,1,0.7054078503679606
0,1,0.39780353828797355
0,1,0.45056152599607535
0,1,0.307480415200497
0,1,0.43638390783152237
0,1,0.2859274541592689
0,1,0.5797906091889838
0,1,0.5340572827099331
0,1,0.7378485250387419
0,1,0.7325472065782939
0,1,0.28589563400234896
